0,0,0,1,0,1,1,0,0,1,1,0,690361504959627
1,1,00000000000004,0,1,1,00000000000004,1,1,1,44851645524251,1,1,1,0,690361504959627
2,0,0,1,0,1,1,0,0,1,1,0,690361504959627
3,0,0,1,0,1,1,0,0,1,1,0,690361504959627
4,0,0,1,0,1,1,0,0,1,1,0,690361504959627
5,0,0,1,0,1,1,0,0,1,1,0,690361504959627
6,0,0,1,0,1,1,0,0,1,1,0,690361504959627
7,0,0,1,0,1,1,0,0,1,1,0,690361504959627
8,8,00000000000003,0,1,1,76498794754006,1,1,6,56555851165496,1,1,1,0,690361504959627
9,0,0,1,0,1,1,0,0,1,1,0,690361504959627
10,0,0,1,0,1,1,0,0,1,1,0,690361504959627
11,0,0,1,0,1,1,0,0,1,1,0,690361504959627
12,0,0,1,0,1,1,0,0,1,1,0,690361504959627
13,0,0,1,0,1,1,0,0,1,1,0,690361504959627
14,0,0,1,0,1,1,0,0,1,1,0,690361504959627
15,7,93525148442145,0,1,1,7507029038379,1,1,6,56555851165496,1,1,1,0,690361504959627
16,0,0,1,0,1,1,0,0,1,1,0,690361504959627
17,0,0,1,0,1,1,0,0,1,1,0,690361504959627
18,0,0,1,0,1,1,0,0,1,1,0,690361504959627
19,0,0,1,0,1,1,0,0,1,1,0,690361504959627
20,0,0,1,0,1,1,0,0,1,1,0,690361504959627
21,0,0,1,0,1,1,0,0,1,1,0,690361504959627
22,9,67140400676853,0,1,1,7737433155345,1,1,7,89809197667419,1,1,1,0,690361504959627
23,0,0,1,0,1,1,0,0,1,1,0,690361504959627
24,0,0,1,0,1,1,0,0,1,1,0,690361504959627
25,0,0,1,0,1,1,0,0,1,1,0,690361504959627
26,0,0,1,0,1,1,0,0,1,1,0,690361504959627
27,0,0,1,0,1,1,0,0,1,1,0,690361504959627
28,0,0,1,0,1,1,0,0,1,1,0,690361504959627
29,9,59463094359324,0,1,1,75966307366631,1,1,7,89809197667419,1,1,1,0,690361504959627
30,0,0,1,0,1,1,0,0,1,1,0,690361504959627
31,0,0,1,0,1,1,0,0,1,1,0,690361504959627
32,0,0,1,0,1,1,0,0,1,1,0,690361504959627
33,0,0,1,0,1,1,0,0,1,1,0,690361504959627
34,0,0,1,0,1,1,0,0,1,1,0,690361504959627
35,0,0,1,0,1,1,0,0,1,1,0,690361504959627
36,7,47570475487458,0,1,1,7014832226828,1,1,6,36425984553431,1,1,1,0,690361504959627
37,0,0,1,0,1,1,0,0,1,1,0,690361504959627
38,0,0,1,0,1,1,0,0,1,1,0,690361504959627
39,0,0,1,0,1,1,0,0,1,1,0,690361504959627
40,0,0,1,0,1,1,0,0,1,1,0,690361504959627
41,0,0,1,0,1,1,0,0,1,1,0,690361504959627
42,0,0,1,0,1,1,0,0,1,1,0,690361504959627
43,1,11892618871863,0,1,1,01134942300608,1,1,1,60259447396844,1,1,1,0,690361504959627
44,0,0,1,0,1,1,0,0,1,1,0,690361504959627
45,0,0,1,0,1,1,0,0,1,1,0,690361504959627
46,0,0,1,0,1,1,0,0,1,1,0,690361504959627
47,0,0,1,0,1,1,0,0,1,1,0,690361504959627
48,0,0,1,0,1,1,0,0,1,1,0,690361504959627
49,0,0,1,0,1,1,0,0,1,1,0,690361504959627
50,9,61387212497707,0,1,1,72228247342408,1,1,8,0856956895929,1,1,1,0,690361504959627
51,0,0,1,0,1,1,0,0,1,1,0,690361504959627
52,0,0,1,0,1,1,0,0,1,1,0,690361504959627
53,0,0,1,0,1,1,0,0,1,1,0,690361504959627
54,0,0,1,0,1,1,0,0,1,1,0,690361504959627
55,0,0,1,0,1,1,0,0,1,1,0,690361504959627
56,0,0,1,0,1,1,0,0,1,1,0,690361504959627
57,9,53751296224005,0,1,1,70860306870997,1,1,8,0856956895929,1,1,1,0,690361504959627
58,0,0,1,0,1,1,0,0,1,1,0,690361504959627
59,0,0,1,0,1,1,0,0,1,1,0,690361504959627
60,0,0,1,0,1,1,0,0,1,1,0,690361504959627
61,0,0,1,0,1,1,0,0,1,1,0,690361504959627
62,0,0,1,0,1,1,0,0,1,1,0,690361504959627
63,0,0,1,0,1,1,0,0,1,1,0,690361504959627
64,9,46170314866281,0,1,1,69502207745688,1,1,8,0856956895929,1,1,1,0,690361504959627
65,0,0,1,0,1,1,0,0,1,1,0,690361504959627
66,0,0,1,0,1,1,0,0,1,1,0,690361504959627
67,0,0,1,0,1,1,0,0,1,1,0,690361504959627
68,0,0,1,0,1,1,0,0,1,1,0,690361504959627
69,0,0,1,0,1,1,0,0,1,1,0,690361504959627
70,0,0,1,0,1,1,0,0,1,1,0,690361504959627
71,9,38643873207396,0,1,1,68153879165087,1,1,8,0856956895929,1,1,1,0,690361504959627
72,0,0,1,0,1,1,0,0,1,1,0,690361504959627
73,0,0,1,0,1,1,0,0,1,1,0,690361504959627
74,0,0,1,0,1,1,0,0,1,1,0,690361504959627
75,0,0,1,0,1,1,0,0,1,1,0,690361504959627
76,0,0,1,0,1,1,0,0,1,1,0,690361504959627
77,0,0,1,0,1,1,0,0,1,1,0,690361504959627
78,9,31171578873511,0,1,1,66815250837165,1,1,8,0856956895929,1,1,1,0,690361504959627
79,0,0,1,0,1,1,0,0,1,1,0,690361504959627
80,0,0,1,0,1,1,0,0,1,1,0,690361504959627
81,0,0,1,0,1,1,0,0,1,1,0,690361504959627
82,0,0,1,0,1,1,0,0,1,1,0,690361504959627
83,0,0,1,0,1,1,0,0,1,1,0,690361504959627
84,0,0,1,0,1,1,0,0,1,1,0,690361504959627
85,9,23753042313635,0,1,1,65486252975592,1,1,8,0856956895929,1,1,1,0,690361504959627
86,0,0,1,0,1,1,0,0,1,1,0,690361504959627
87,0,0,1,0,1,1,0,0,1,1,0,690361504959627
88,0,0,1,0,1,1,0,0,1,1,0,690361504959627
89,0,0,1,0,1,1,0,0,1,1,0,690361504959627
90,0,0,1,0,1,1,0,0,1,1,0,690361504959627
91,0,0,1,0,1,1,0,0,1,1,0,690361504959627
92,9,16387876779317,0,1,1,64166816296102,1,1,8,0856956895929,1,1,1,0,690361504959627
93,0,0,1,0,1,1,0,0,1,1,0,690361504959627
94,0,0,1,0,1,1,0,0,1,1,0,690361504959627
95,0,0,1,0,1,1,0,0,1,1,0,690361504959627
96,0,0,1,0,1,1,0,0,1,1,0,690361504959627
97,0,0,1,0,1,1,0,0,1,1,0,690361504959627
98,0,0,1,0,1,1,0,0,1,1,0,690361504959627
99,9,09075698304481,0,1,1,62856872012878,1,1,8,0856956895929,1,1,1,0,690361504959627
100,0,0,1,0,1,1,0,0,1,1,0,690361504959627
101,0,0,1,0,1,1,0,0,1,1,0,690361504959627
102,0,0,1,0,1,1,0,0,1,1,0,690361504959627
103,0,0,1,0,1,1,0,0,1,1,0,690361504959627
104,0,0,1,0,1,1,0,0,1,1,0,690361504959627
105,0,0,1,0,1,1,0,0,1,1,0,690361504959627
